ID	Trait	Population	Sample_size	Nsnp
eqtl-a-ENSG00000115761	ENSG00000115761	European	31684	20596
eqtl-a-ENSG00000255337	ENSG00000255337	European	16436	19099
eqtl-a-ENSG00000169583	ENSG00000169583	European	31684	18471
eqtl-a-ENSG00000237094	ENSG00000237094	European	5502	12911
eqtl-a-ENSG00000175595	ENSG00000175595	European	31644	18393
eqtl-a-ENSG00000108587	ENSG00000108587	European	31470	15723
eqtl-a-ENSG00000185386	ENSG00000185386	European	31684	18529
eqtl-a-ENSG00000068305	ENSG00000068305	European	31684	21150
eqtl-a-ENSG00000235192	ENSG00000235192	European	5502	17177
eqtl-a-ENSG00000140577	ENSG00000140577	European	26196	19544
eqtl-a-ENSG00000259116	ENSG00000259116	European	4656	15876
eqtl-a-ENSG00000243368	ENSG00000243368	European	4360	16491
eqtl-a-ENSG00000235568	ENSG00000235568	European	31684	19572
eqtl-a-ENSG00000157077	ENSG00000157077	European	31684	17604
eqtl-a-ENSG00000148841	ENSG00000148841	European	31684	17711
eqtl-a-ENSG00000108604	ENSG00000108604	European	30721	15823
eqtl-a-ENSG00000215845	ENSG00000215845	European	21121	18191
eqtl-a-ENSG00000150347	ENSG00000150347	European	26609	18400
eqtl-a-ENSG00000110446	ENSG00000110446	European	31470	17851
eqtl-a-ENSG00000213171	ENSG00000213171	European	31279	17291
eqtl-a-ENSG00000249412	ENSG00000249412	European	9244	19215
eqtl-a-ENSG00000104047	ENSG00000104047	European	14263	16990
eqtl-a-ENSG00000077235	ENSG00000077235	European	31684	18211
eqtl-a-ENSG00000026297	ENSG00000026297	European	26609	20700
eqtl-a-ENSG00000244575	ENSG00000244575	European	5502	13625
eqtl-a-ENSG00000205147	ENSG00000205147	European	19837	19637
eqtl-a-ENSG00000198258	ENSG00000198258	European	23628	18978
eqtl-a-ENSG00000130748	ENSG00000130748	European	31684	18439
eqtl-a-ENSG00000213971	ENSG00000213971	European	17261	20090
eqtl-a-ENSG00000262758	ENSG00000262758	European	5502	19164
eqtl-a-ENSG00000173020	ENSG00000173020	European	26196	16987
eqtl-a-ENSG00000205542	ENSG00000205542	European	5502	10097
eqtl-a-ENSG00000263724	ENSG00000263724	European	4973	17790
eqtl-a-ENSG00000240007	ENSG00000240007	European	4169	10220
eqtl-a-ENSG00000224474	ENSG00000224474	European	3831	14933
eqtl-a-ENSG00000068394	ENSG00000068394	European	9188	10125
eqtl-a-ENSG00000129204	ENSG00000129204	European	26609	20373
eqtl-a-ENSG00000182903	ENSG00000182903	European	31684	17075
eqtl-a-ENSG00000212541	ENSG00000212541	European	4656	15925
eqtl-a-ENSG00000241127	ENSG00000241127	European	25690	17808
eqtl-a-ENSG00000196411	ENSG00000196411	European	31470	17840
eqtl-a-ENSG00000239653	ENSG00000239653	European	22495	19555
eqtl-a-ENSG00000211964	ENSG00000211964	European	5502	15772
eqtl-a-ENSG00000205791	ENSG00000205791	European	16801	18262
eqtl-a-ENSG00000121989	ENSG00000121989	European	31644	16561
eqtl-a-ENSG00000077809	ENSG00000077809	European	14263	13413
eqtl-a-ENSG00000228329	ENSG00000228329	European	4169	17145
eqtl-a-ENSG00000134809	ENSG00000134809	European	31684	18226
eqtl-a-ENSG00000162627	ENSG00000162627	European	31470	18014
eqtl-a-ENSG00000135953	ENSG00000135953	European	31684	17557
eqtl-a-ENSG00000078061	ENSG00000078061	European	9188	10125
eqtl-a-ENSG00000066427	ENSG00000066427	European	31684	19830
eqtl-a-ENSG00000172232	ENSG00000172232	European	31684	19593
eqtl-a-ENSG00000113851	ENSG00000113851	European	31470	22575
eqtl-a-ENSG00000201302	ENSG00000201302	European	24684	16752
eqtl-a-ENSG00000214425	ENSG00000214425	European	5502	16793
eqtl-a-ENSG00000075239	ENSG00000075239	European	14263	17725
eqtl-a-ENSG00000061938	ENSG00000061938	European	26609	20908
eqtl-a-ENSG00000201451	ENSG00000201451	European	3831	17295
eqtl-a-ENSG00000172765	ENSG00000172765	European	31300	18630
eqtl-a-ENSG00000203705	ENSG00000203705	European	26395	18427
eqtl-a-ENSG00000211720	ENSG00000211720	European	5502	16493
eqtl-a-ENSG00000138821	ENSG00000138821	European	30895	18171
eqtl-a-ENSG00000162063	ENSG00000162063	European	26395	19054
eqtl-a-ENSG00000235169	ENSG00000235169	European	22495	21301
eqtl-a-ENSG00000249565	ENSG00000249565	European	5502	17920
eqtl-a-ENSG00000185950	ENSG00000185950	European	31684	21022
eqtl-a-ENSG00000108799	ENSG00000108799	European	30935	16418
eqtl-a-ENSG00000148331	ENSG00000148331	European	30935	18811
eqtl-a-ENSG00000184678	ENSG00000184678	European	14263	13986
eqtl-a-ENSG00000226853	ENSG00000226853	European	4677	16210
eqtl-a-ENSG00000179152	ENSG00000179152	European	25690	16978
eqtl-a-ENSG00000110324	ENSG00000110324	European	31684	18902
eqtl-a-ENSG00000167283	ENSG00000167283	European	31470	18386
eqtl-a-ENSG00000230409	ENSG00000230409	European	8269	16506
eqtl-a-ENSG00000105369	ENSG00000105369	European	30935	17574
eqtl-a-ENSG00000207808	ENSG00000207808	European	18016	16913
eqtl-a-ENSG00000175155	ENSG00000175155	European	31470	15160
eqtl-a-ENSG00000138750	ENSG00000138750	European	31470	19356
eqtl-a-ENSG00000154277	ENSG00000154277	European	30859	19202
eqtl-a-ENSG00000207561	ENSG00000207561	European	16883	16789
eqtl-a-ENSG00000223935	ENSG00000223935	European	4994	16447
eqtl-a-ENSG00000198553	ENSG00000198553	European	30859	17585
eqtl-a-ENSG00000163728	ENSG00000163728	European	31470	17270
eqtl-a-ENSG00000146386	ENSG00000146386	European	25262	18627
eqtl-a-ENSG00000137100	ENSG00000137100	European	31684	17162
eqtl-a-ENSG00000260589	ENSG00000260589	European	5502	18253
eqtl-a-ENSG00000205559	ENSG00000205559	European	17097	15767
eqtl-a-ENSG00000038210	ENSG00000038210	European	31260	18989
eqtl-a-ENSG00000230953	ENSG00000230953	European	4656	15447
eqtl-a-ENSG00000198833	ENSG00000198833	European	31684	17953
eqtl-a-ENSG00000101347	ENSG00000101347	European	31470	16128
eqtl-a-ENSG00000184863	ENSG00000184863	European	31684	21278
eqtl-a-ENSG00000094914	ENSG00000094914	European	31684	18527
eqtl-a-ENSG00000270091	ENSG00000270091	European	5502	14448
eqtl-a-ENSG00000177283	ENSG00000177283	European	25690	17935
eqtl-a-ENSG00000170209	ENSG00000170209	European	31684	18002
eqtl-a-ENSG00000124486	ENSG00000124486	European	9188	10125
eqtl-a-ENSG00000237649	ENSG00000237649	European	9188	34278
eqtl-a-ENSG00000235724	ENSG00000235724	European	21987	16687
eqtl-a-ENSG00000223274	ENSG00000223274	European	4169	9956
eqtl-a-ENSG00000163349	ENSG00000163349	European	31684	17164
eqtl-a-ENSG00000178773	ENSG00000178773	European	31470	19713
eqtl-a-ENSG00000243466	ENSG00000243466	European	5502	14385
eqtl-a-ENSG00000261311	ENSG00000261311	European	4339	14972
eqtl-a-ENSG00000205189	ENSG00000205189	European	14263	16962
eqtl-a-ENSG00000185483	ENSG00000185483	European	30381	18230
eqtl-a-ENSG00000187135	ENSG00000187135	European	19690	18891
eqtl-a-ENSG00000120053	ENSG00000120053	European	31684	17923
eqtl-a-ENSG00000101246	ENSG00000101246	European	31684	18737
eqtl-a-ENSG00000089053	ENSG00000089053	European	31684	18310
eqtl-a-ENSG00000257020	ENSG00000257020	European	3831	15098
eqtl-a-ENSG00000239556	ENSG00000239556	European	5502	16679
eqtl-a-ENSG00000080371	ENSG00000080371	European	30935	17752
eqtl-a-ENSG00000055070	ENSG00000055070	European	30765	18507
eqtl-a-ENSG00000260316	ENSG00000260316	European	3831	17330
eqtl-a-ENSG00000083444	ENSG00000083444	European	31684	19136
eqtl-a-ENSG00000154263	ENSG00000154263	European	14263	16975
eqtl-a-ENSG00000269430	ENSG00000269430	European	21746	20409
eqtl-a-ENSG00000124251	ENSG00000124251	European	29919	17507
eqtl-a-ENSG00000121406	ENSG00000121406	European	31644	19270
eqtl-a-ENSG00000252202	ENSG00000252202	European	3831	17567
eqtl-a-ENSG00000198851	ENSG00000198851	European	31684	18387
eqtl-a-ENSG00000125827	ENSG00000125827	European	31644	19147
eqtl-a-ENSG00000116918	ENSG00000116918	European	30895	19248
eqtl-a-ENSG00000178715	ENSG00000178715	European	5502	17683
eqtl-a-ENSG00000146950	ENSG00000146950	European	7444	10083
eqtl-a-ENSG00000053254	ENSG00000053254	European	31644	18448
eqtl-a-ENSG00000211816	ENSG00000211816	European	5502	19151
eqtl-a-ENSG00000258810	ENSG00000258810	European	5502	19313
eqtl-a-ENSG00000241657	ENSG00000241657	European	5502	16462
eqtl-a-ENSG00000257896	ENSG00000257896	European	3831	15892
eqtl-a-ENSG00000189221	ENSG00000189221	European	9188	10125
eqtl-a-ENSG00000235962	ENSG00000235962	European	14841	18564
eqtl-a-ENSG00000187164	ENSG00000187164	European	31684	18225
eqtl-a-ENSG00000250751	ENSG00000250751	European	3831	14968
eqtl-a-ENSG00000232742	ENSG00000232742	European	5502	15907
eqtl-a-ENSG00000215513	ENSG00000215513	European	6421	16588
eqtl-a-ENSG00000234431	ENSG00000234431	European	4339	14948
eqtl-a-ENSG00000103549	ENSG00000103549	European	31684	14788
eqtl-a-ENSG00000243628	ENSG00000243628	European	4339	13906
eqtl-a-ENSG00000167207	ENSG00000167207	European	31684	17631
eqtl-a-ENSG00000103932	ENSG00000103932	European	31684	17492
eqtl-a-ENSG00000175110	ENSG00000175110	European	31684	16933
eqtl-a-ENSG00000189430	ENSG00000189430	European	31684	22161
eqtl-a-ENSG00000263142	ENSG00000263142	European	5502	15314
eqtl-a-ENSG00000214160	ENSG00000214160	European	31684	18926
eqtl-a-ENSG00000260018	ENSG00000260018	European	16098	23336
eqtl-a-ENSG00000255585	ENSG00000255585	European	3831	13141
eqtl-a-ENSG00000173064	ENSG00000173064	European	20202	15682
eqtl-a-ENSG00000197020	ENSG00000197020	European	14263	20971
eqtl-a-ENSG00000262115	ENSG00000262115	European	3831	17180
eqtl-a-ENSG00000165264	ENSG00000165264	European	31644	20356
eqtl-a-ENSG00000038219	ENSG00000038219	European	25476	19997
eqtl-a-ENSG00000134283	ENSG00000134283	European	31684	20299
eqtl-a-ENSG00000076706	ENSG00000076706	European	31684	18336
eqtl-a-ENSG00000244482	ENSG00000244482	European	23842	22621
eqtl-a-ENSG00000227135	ENSG00000227135	European	9752	20396
eqtl-a-ENSG00000114021	ENSG00000114021	European	14263	17362
eqtl-a-ENSG00000162923	ENSG00000162923	European	31684	18664
eqtl-a-ENSG00000261652	ENSG00000261652	European	5596	19769
eqtl-a-ENSG00000237693	ENSG00000237693	European	26181	18779
eqtl-a-ENSG00000242712	ENSG00000242712	European	3831	15074
eqtl-a-ENSG00000086967	ENSG00000086967	European	31684	19146
eqtl-a-ENSG00000126337	ENSG00000126337	European	11673	16116
eqtl-a-ENSG00000138613	ENSG00000138613	European	31684	18477
eqtl-a-ENSG00000121774	ENSG00000121774	European	30721	17159
eqtl-a-ENSG00000067992	ENSG00000067992	European	9188	10125
eqtl-a-ENSG00000260592	ENSG00000260592	European	5502	17128
eqtl-a-ENSG00000166004	ENSG00000166004	European	21121	18386
eqtl-a-ENSG00000103154	ENSG00000103154	European	31684	25560
eqtl-a-ENSG00000165591	ENSG00000165591	European	9188	10125
eqtl-a-ENSG00000024422	ENSG00000024422	European	31684	18622
eqtl-a-ENSG00000100385	ENSG00000100385	European	31684	19723
eqtl-a-ENSG00000005075	ENSG00000005075	European	31684	16967
eqtl-a-ENSG00000132881	ENSG00000132881	European	24941	18161
eqtl-a-ENSG00000171603	ENSG00000171603	European	30721	18370
eqtl-a-ENSG00000100448	ENSG00000100448	European	31684	19877
eqtl-a-ENSG00000270009	ENSG00000270009	European	4868	16817
eqtl-a-ENSG00000136152	ENSG00000136152	European	31470	17717
eqtl-a-ENSG00000247271	ENSG00000247271	European	5502	19231
eqtl-a-ENSG00000141219	ENSG00000141219	European	31684	19942
eqtl-a-ENSG00000118113	ENSG00000118113	European	30935	19554
eqtl-a-ENSG00000133574	ENSG00000133574	European	31684	19890
eqtl-a-ENSG00000144659	ENSG00000144659	European	9188	17925
eqtl-a-ENSG00000259886	ENSG00000259886	European	5502	10097
eqtl-a-ENSG00000091527	ENSG00000091527	European	31684	18796
eqtl-a-ENSG00000100591	ENSG00000100591	European	31300	19919
eqtl-a-ENSG00000174943	ENSG00000174943	European	31684	14739
eqtl-a-ENSG00000108788	ENSG00000108788	European	31470	16531
eqtl-a-ENSG00000181396	ENSG00000181396	European	20202	18790
eqtl-a-ENSG00000204869	ENSG00000204869	European	11673	16639
eqtl-a-ENSG00000167904	ENSG00000167904	European	31684	19003
eqtl-a-ENSG00000252645	ENSG00000252645	European	4656	16109
eqtl-a-ENSG00000117984	ENSG00000117984	European	26395	20445
eqtl-a-ENSG00000166704	ENSG00000166704	European	31684	17345
eqtl-a-ENSG00000140564	ENSG00000140564	European	31684	19806
eqtl-a-ENSG00000133019	ENSG00000133019	European	29703	19947
eqtl-a-ENSG00000065621	ENSG00000065621	European	31300	17647
eqtl-a-ENSG00000119596	ENSG00000119596	European	26196	17580
eqtl-a-ENSG00000238206	ENSG00000238206	European	3831	16208
eqtl-a-ENSG00000104763	ENSG00000104763	European	31684	24251
eqtl-a-ENSG00000236449	ENSG00000236449	European	4994	16010
eqtl-a-ENSG00000143970	ENSG00000143970	European	31684	16794
eqtl-a-ENSG00000261490	ENSG00000261490	European	5502	19922
eqtl-a-ENSG00000155542	ENSG00000155542	European	8269	17906
eqtl-a-ENSG00000103264	ENSG00000103264	European	31684	23780
eqtl-a-ENSG00000267123	ENSG00000267123	European	5502	19234
eqtl-a-ENSG00000258539	ENSG00000258539	European	5164	17321
eqtl-a-ENSG00000189067	ENSG00000189067	European	31684	21982
eqtl-a-ENSG00000198223	ENSG00000198223	European	5502	10097
eqtl-a-ENSG00000110031	ENSG00000110031	European	31684	17900
eqtl-a-ENSG00000104870	ENSG00000104870	European	31684	19014
eqtl-a-ENSG00000164379	ENSG00000164379	European	30765	19775
eqtl-a-ENSG00000269044	ENSG00000269044	European	5502	18701
eqtl-a-ENSG00000173947	ENSG00000173947	European	25650	18793
eqtl-a-ENSG00000236878	ENSG00000236878	European	4169	17383
eqtl-a-ENSG00000258646	ENSG00000258646	European	3831	14765
eqtl-a-ENSG00000103599	ENSG00000103599	European	29793	17535
eqtl-a-ENSG00000167315	ENSG00000167315	European	11496	18393
eqtl-a-ENSG00000215835	ENSG00000215835	European	20028	18906
eqtl-a-ENSG00000263413	ENSG00000263413	European	3831	16299
eqtl-a-ENSG00000152207	ENSG00000152207	European	31684	18414
eqtl-a-ENSG00000181264	ENSG00000181264	European	29940	18961
eqtl-a-ENSG00000137161	ENSG00000137161	European	31684	17685
eqtl-a-ENSG00000101557	ENSG00000101557	European	31684	15828
eqtl-a-ENSG00000115966	ENSG00000115966	European	31684	17426
eqtl-a-ENSG00000171634	ENSG00000171634	European	31684	18350
eqtl-a-ENSG00000155827	ENSG00000155827	European	31684	20059
eqtl-a-ENSG00000110693	ENSG00000110693	European	31470	16865
eqtl-a-ENSG00000250479	ENSG00000250479	European	31684	19557
eqtl-a-ENSG00000186166	ENSG00000186166	European	9188	16961
eqtl-a-ENSG00000092068	ENSG00000092068	European	31684	19281
eqtl-a-ENSG00000261573	ENSG00000261573	European	4169	16568
eqtl-a-ENSG00000167733	ENSG00000167733	European	31684	20400
eqtl-a-ENSG00000092531	ENSG00000092531	European	26609	16401
eqtl-a-ENSG00000230733	ENSG00000230733	European	10069	20417
eqtl-a-ENSG00000173653	ENSG00000173653	European	31684	16946
eqtl-a-ENSG00000164972	ENSG00000164972	European	29602	17044
eqtl-a-ENSG00000131470	ENSG00000131470	European	30935	16546
eqtl-a-ENSG00000196981	ENSG00000196981	European	31470	17919
eqtl-a-ENSG00000125835	ENSG00000125835	European	31684	19584
eqtl-a-ENSG00000111678	ENSG00000111678	European	31684	18811
eqtl-a-ENSG00000111058	ENSG00000111058	European	29940	18133
eqtl-a-ENSG00000003402	ENSG00000003402	European	26609	16761
eqtl-a-ENSG00000224126	ENSG00000224126	European	4677	14268
eqtl-a-ENSG00000245213	ENSG00000245213	European	5502	16811
eqtl-a-ENSG00000137955	ENSG00000137955	European	31470	18587
eqtl-a-ENSG00000070770	ENSG00000070770	European	31684	20274
eqtl-a-ENSG00000198643	ENSG00000198643	European	31050	17920
eqtl-a-ENSG00000166012	ENSG00000166012	European	31684	18810
eqtl-a-ENSG00000167716	ENSG00000167716	European	30972	20498
eqtl-a-ENSG00000267053	ENSG00000267053	European	3831	15067
eqtl-a-ENSG00000114854	ENSG00000114854	European	31684	16579
eqtl-a-ENSG00000136999	ENSG00000136999	European	31684	18562
eqtl-a-ENSG00000151065	ENSG00000151065	European	31684	19075
eqtl-a-ENSG00000165688	ENSG00000165688	European	31684	19348
eqtl-a-ENSG00000140264	ENSG00000140264	European	31684	14898
eqtl-a-ENSG00000185897	ENSG00000185897	European	11496	17889
eqtl-a-ENSG00000182109	ENSG00000182109	European	22510	17914
eqtl-a-ENSG00000100721	ENSG00000100721	European	30935	20876
eqtl-a-ENSG00000111371	ENSG00000111371	European	31684	17939
eqtl-a-ENSG00000171840	ENSG00000171840	European	31684	17852
eqtl-a-ENSG00000090971	ENSG00000090971	European	31684	21903
eqtl-a-ENSG00000083842	ENSG00000083842	European	27754	15128
eqtl-a-ENSG00000198862	ENSG00000198862	European	26569	18729
eqtl-a-ENSG00000197191	ENSG00000197191	European	6936	16094
eqtl-a-ENSG00000163577	ENSG00000163577	European	31470	18164
eqtl-a-ENSG00000246859	ENSG00000246859	European	4994	18189
eqtl-a-ENSG00000186301	ENSG00000186301	European	6421	17319
eqtl-a-ENSG00000263412	ENSG00000263412	European	16923	16397
eqtl-a-ENSG00000197044	ENSG00000197044	European	31684	18145
eqtl-a-ENSG00000142864	ENSG00000142864	European	30895	18450
eqtl-a-ENSG00000180979	ENSG00000180979	European	30935	16442
eqtl-a-ENSG00000183137	ENSG00000183137	European	26609	17446
eqtl-a-ENSG00000018610	ENSG00000018610	European	9188	10125
eqtl-a-ENSG00000121743	ENSG00000121743	European	31256	20219
eqtl-a-ENSG00000175575	ENSG00000175575	European	31684	17435
eqtl-a-ENSG00000202533	ENSG00000202533	European	5502	15994
eqtl-a-ENSG00000106560	ENSG00000106560	European	30895	19925
eqtl-a-ENSG00000134057	ENSG00000134057	European	31684	15155
eqtl-a-ENSG00000186792	ENSG00000186792	European	23842	15224
eqtl-a-ENSG00000181704	ENSG00000181704	European	14263	10131
eqtl-a-ENSG00000148362	ENSG00000148362	European	31684	18482
eqtl-a-ENSG00000109062	ENSG00000109062	European	31684	19245
eqtl-a-ENSG00000217159	ENSG00000217159	European	3831	16224
eqtl-a-ENSG00000135045	ENSG00000135045	European	31684	18867
eqtl-a-ENSG00000122958	ENSG00000122958	European	31470	20246
eqtl-a-ENSG00000105656	ENSG00000105656	European	31684	18414
eqtl-a-ENSG00000132570	ENSG00000132570	European	31684	17661
eqtl-a-ENSG00000130475	ENSG00000130475	European	14263	18319
eqtl-a-ENSG00000135862	ENSG00000135862	European	31684	18091
eqtl-a-ENSG00000102445	ENSG00000102445	European	25476	18161
eqtl-a-ENSG00000084733	ENSG00000084733	European	14263	15685
eqtl-a-ENSG00000231074	ENSG00000231074	European	23414	32233
eqtl-a-ENSG00000109618	ENSG00000109618	European	31684	19190
eqtl-a-ENSG00000047644	ENSG00000047644	European	9188	10125
eqtl-a-ENSG00000266631	ENSG00000266631	European	3831	17386
eqtl-a-ENSG00000103740	ENSG00000103740	European	31470	19005
eqtl-a-ENSG00000157873	ENSG00000157873	European	26609	19397
eqtl-a-ENSG00000128536	ENSG00000128536	European	30935	18756
eqtl-a-ENSG00000103507	ENSG00000103507	European	31684	14700
eqtl-a-ENSG00000133678	ENSG00000133678	European	25690	20405
eqtl-a-ENSG00000237927	ENSG00000237927	European	22495	19459
eqtl-a-ENSG00000104381	ENSG00000104381	European	31256	18462
eqtl-a-ENSG00000224397	ENSG00000224397	European	5502	17611
eqtl-a-ENSG00000164970	ENSG00000164970	European	25690	17411
eqtl-a-ENSG00000146555	ENSG00000146555	European	31470	22733
eqtl-a-ENSG00000141504	ENSG00000141504	European	31684	18558
eqtl-a-ENSG00000235314	ENSG00000235314	European	17435	17187
eqtl-a-ENSG00000173875	ENSG00000173875	European	31684	17983
eqtl-a-ENSG00000116731	ENSG00000116731	European	31684	17374
eqtl-a-ENSG00000268172	ENSG00000268172	European	4803	11069
eqtl-a-ENSG00000243829	ENSG00000243829	European	19690	17452
eqtl-a-ENSG00000139146	ENSG00000139146	European	14263	20155
eqtl-a-ENSG00000112486	ENSG00000112486	European	30895	21129
eqtl-a-ENSG00000095574	ENSG00000095574	European	31684	20188
eqtl-a-ENSG00000249249	ENSG00000249249	European	17261	20118
eqtl-a-ENSG00000006125	ENSG00000006125	European	31470	16763
eqtl-a-ENSG00000100991	ENSG00000100991	European	31470	16173
eqtl-a-ENSG00000172795	ENSG00000172795	European	31684	21422
eqtl-a-ENSG00000072135	ENSG00000072135	European	31684	17126
eqtl-a-ENSG00000183160	ENSG00000183160	European	31684	19087
eqtl-a-ENSG00000108861	ENSG00000108861	European	31684	16613
eqtl-a-ENSG00000080845	ENSG00000080845	European	30935	15848
eqtl-a-ENSG00000258889	ENSG00000258889	European	3831	16349
eqtl-a-ENSG00000178502	ENSG00000178502	European	31644	17778
eqtl-a-ENSG00000136840	ENSG00000136840	European	31684	17287
eqtl-a-ENSG00000084623	ENSG00000084623	European	14263	15528
eqtl-a-ENSG00000132004	ENSG00000132004	European	31684	17957
eqtl-a-ENSG00000251414	ENSG00000251414	European	4994	16001
eqtl-a-ENSG00000104447	ENSG00000104447	European	31684	17327
eqtl-a-ENSG00000051180	ENSG00000051180	European	31470	17098
eqtl-a-ENSG00000213694	ENSG00000213694	European	26609	18810
eqtl-a-ENSG00000100664	ENSG00000100664	European	31684	19535
eqtl-a-ENSG00000133962	ENSG00000133962	European	26609	19493
eqtl-a-ENSG00000223396	ENSG00000223396	European	11496	17501
eqtl-a-ENSG00000115524	ENSG00000115524	European	31684	16600
eqtl-a-ENSG00000251532	ENSG00000251532	European	9065	20674
eqtl-a-ENSG00000205060	ENSG00000205060	European	31470	17707
eqtl-a-ENSG00000238058	ENSG00000238058	European	5164	18122
eqtl-a-ENSG00000183426	ENSG00000183426	European	6421	14827
eqtl-a-ENSG00000196092	ENSG00000196092	European	31684	18292
eqtl-a-ENSG00000241170	ENSG00000241170	European	22495	17176
eqtl-a-ENSG00000090661	ENSG00000090661	European	25690	19549
eqtl-a-ENSG00000259703	ENSG00000259703	European	5502	16883
eqtl-a-ENSG00000153048	ENSG00000153048	European	31684	23631
eqtl-a-ENSG00000054523	ENSG00000054523	European	31684	18165
eqtl-a-ENSG00000106789	ENSG00000106789	European	31684	18585
eqtl-a-ENSG00000115998	ENSG00000115998	European	31684	18653
eqtl-a-ENSG00000211951	ENSG00000211951	European	5502	16329
eqtl-a-ENSG00000101493	ENSG00000101493	European	31256	21760
eqtl-a-ENSG00000102317	ENSG00000102317	European	9188	10125
eqtl-a-ENSG00000198502	ENSG00000198502	European	25690	37580
eqtl-a-ENSG00000171612	ENSG00000171612	European	31684	18161
eqtl-a-ENSG00000249119	ENSG00000249119	European	4994	16379
eqtl-a-ENSG00000211667	ENSG00000211667	European	5502	19431
eqtl-a-ENSG00000161904	ENSG00000161904	European	25860	22385
eqtl-a-ENSG00000267938	ENSG00000267938	European	3831	16526
eqtl-a-ENSG00000167434	ENSG00000167434	European	31684	15592
eqtl-a-ENSG00000111752	ENSG00000111752	European	11496	18948
eqtl-a-ENSG00000106246	ENSG00000106246	European	30551	16525
eqtl-a-ENSG00000185664	ENSG00000185664	European	25182	17315
eqtl-a-ENSG00000145736	ENSG00000145736	European	6421	12600
eqtl-a-ENSG00000137672	ENSG00000137672	European	31684	19317
eqtl-a-ENSG00000163071	ENSG00000163071	European	30765	14886
eqtl-a-ENSG00000267078	ENSG00000267078	European	4994	18256
eqtl-a-ENSG00000226624	ENSG00000226624	European	16098	17543
eqtl-a-ENSG00000213967	ENSG00000213967	European	20028	17082
eqtl-a-ENSG00000230262	ENSG00000230262	European	20824	18042
eqtl-a-ENSG00000254667	ENSG00000254667	European	17261	19855
eqtl-a-ENSG00000162482	ENSG00000162482	European	30645	20005
eqtl-a-ENSG00000154146	ENSG00000154146	European	31684	19580
eqtl-a-ENSG00000148660	ENSG00000148660	European	31470	16055
eqtl-a-ENSG00000185338	ENSG00000185338	European	31684	21114
eqtl-a-ENSG00000131966	ENSG00000131966	European	14263	17694
eqtl-a-ENSG00000167996	ENSG00000167996	European	31260	17265
eqtl-a-ENSG00000179335	ENSG00000179335	European	31684	16328
eqtl-a-ENSG00000226015	ENSG00000226015	European	8269	14666
eqtl-a-ENSG00000250848	ENSG00000250848	European	4169	15888
eqtl-a-ENSG00000114648	ENSG00000114648	European	31684	15865
eqtl-a-ENSG00000224383	ENSG00000224383	European	26196	15533
eqtl-a-ENSG00000217275	ENSG00000217275	European	5502	17687
eqtl-a-ENSG00000112701	ENSG00000112701	European	31470	18468
eqtl-a-ENSG00000200087	ENSG00000200087	European	16610	16265
eqtl-a-ENSG00000176884	ENSG00000176884	European	29218	18128
eqtl-a-ENSG00000146072	ENSG00000146072	European	31470	14524
eqtl-a-ENSG00000230882	ENSG00000230882	European	4169	14878
eqtl-a-ENSG00000099246	ENSG00000099246	European	31684	20948
eqtl-a-ENSG00000130177	ENSG00000130177	European	31470	15404
eqtl-a-ENSG00000258732	ENSG00000258732	European	5502	12856
eqtl-a-ENSG00000162931	ENSG00000162931	European	31470	18578
eqtl-a-ENSG00000196792	ENSG00000196792	European	31684	18003
eqtl-a-ENSG00000148481	ENSG00000148481	European	30935	20199
eqtl-a-ENSG00000171517	ENSG00000171517	European	30765	18099
eqtl-a-ENSG00000166233	ENSG00000166233	European	26196	16287
eqtl-a-ENSG00000256448	ENSG00000256448	European	5502	16350
eqtl-a-ENSG00000125834	ENSG00000125834	European	31470	19355
eqtl-a-ENSG00000170456	ENSG00000170456	European	30935	20798
eqtl-a-ENSG00000087274	ENSG00000087274	European	31470	19608
eqtl-a-ENSG00000174951	ENSG00000174951	European	29432	19822
eqtl-a-ENSG00000154102	ENSG00000154102	European	31684	23319
eqtl-a-ENSG00000138448	ENSG00000138448	European	31684	17510
eqtl-a-ENSG00000084073	ENSG00000084073	European	31684	17970
eqtl-a-ENSG00000131379	ENSG00000131379	European	30765	19194
eqtl-a-ENSG00000122085	ENSG00000122085	European	26609	21347
eqtl-a-ENSG00000183690	ENSG00000183690	European	9188	10125
eqtl-a-ENSG00000186376	ENSG00000186376	European	9188	10125
eqtl-a-ENSG00000167107	ENSG00000167107	European	31684	17717
eqtl-a-ENSG00000236762	ENSG00000236762	European	3831	16870
eqtl-a-ENSG00000134285	ENSG00000134285	European	31684	17550
eqtl-a-ENSG00000129173	ENSG00000129173	European	31470	19252
eqtl-a-ENSG00000214022	ENSG00000214022	European	31470	19634
eqtl-a-ENSG00000185920	ENSG00000185920	European	26609	18661
eqtl-a-ENSG00000242498	ENSG00000242498	European	26395	19520
eqtl-a-ENSG00000168005	ENSG00000168005	European	31684	16986
eqtl-a-ENSG00000154978	ENSG00000154978	European	28489	20210
eqtl-a-ENSG00000055118	ENSG00000055118	European	31684	20126
eqtl-a-ENSG00000111832	ENSG00000111832	European	31470	18713
eqtl-a-ENSG00000268328	ENSG00000268328	European	4022	15258
eqtl-a-ENSG00000163812	ENSG00000163812	European	31470	17471
eqtl-a-ENSG00000183605	ENSG00000183605	European	31684	18771
eqtl-a-ENSG00000259635	ENSG00000259635	European	4022	14693
